annotator_id,session_id,dataset,method,pair_id,condition,n_rows_shown,true_label,predicted_label,correct,confidence,notes,timestamp
TK,20260530_235200,census,ctgan,0,C1,20,REAL,REAL,True,50,,2026-05-30T23:52:19.291209
TK,20260530_235200,census,ctgan,0,C2,20,REAL,REAL,True,60,,2026-05-30T23:52:19.291241
TK,20260530_235200,census,ctgan,1,C1,20,REAL,SYNTHETIC,False,50,,2026-05-30T23:52:28.644269
TK,20260530_235200,census,ctgan,1,C2,20,REAL,REAL,True,59,,2026-05-30T23:52:28.644306
TK,20260530_235200,census,ctgan,2,C1,20,SYNTHETIC,REAL,False,50,,2026-05-30T23:52:37.726037
TK,20260530_235200,census,ctgan,2,C2,20,SYNTHETIC,SYNTHETIC,True,64,,2026-05-30T23:52:37.726069
TK,20260530_235200,census,ctgan,3,C1,20,REAL,REAL,True,50,,2026-05-30T23:52:56.487625
TK,20260530_235200,census,ctgan,3,C2,20,REAL,REAL,True,58,,2026-05-30T23:52:56.488004
TK,20260530_235200,census,ctgan,4,C1,20,SYNTHETIC,SYNTHETIC,True,50,,2026-05-30T23:53:05.819613
TK,20260530_235200,census,ctgan,4,C2,20,SYNTHETIC,SYNTHETIC,True,71,,2026-05-30T23:53:05.819646
TK,20260530_235200,census,ctgan,5,C1,20,REAL,SYNTHETIC,False,50,,2026-05-30T23:53:15.192440
TK,20260530_235200,census,ctgan,5,C2,20,REAL,REAL,True,69,,2026-05-30T23:53:15.192468
TK,20260530_235200,census,ctgan,6,C1,20,REAL,REAL,True,50,random,2026-05-30T23:53:40.195693
TK,20260530_235200,census,ctgan,6,C2,20,REAL,REAL,True,70,the correlations,2026-05-30T23:53:40.195726
TK,20260530_235200,census,ctgan,7,C1,20,SYNTHETIC,SYNTHETIC,True,50,,2026-05-30T23:53:47.826299
TK,20260530_235200,census,ctgan,7,C2,20,SYNTHETIC,SYNTHETIC,True,72,,2026-05-30T23:53:47.826330
TK,20260530_235200,census,ctgan,8,C1,20,REAL,REAL,True,50,,2026-05-30T23:53:56.207597
TK,20260530_235200,census,ctgan,8,C2,20,REAL,REAL,True,60,,2026-05-30T23:53:56.207633
TK,20260530_235200,census,ctgan,9,C1,20,SYNTHETIC,SYNTHETIC,True,50,,2026-05-30T23:55:52.225547
TK,20260530_235200,census,ctgan,9,C2,20,SYNTHETIC,SYNTHETIC,True,60,the correlations,2026-05-30T23:55:52.225583
