annotator_id,session_id,dataset,method,pair_id,condition,n_rows_shown,true_label,predicted_label,correct,confidence,notes,timestamp
ManelS,20260530_200014,adult,tvae,0,C1,20,REAL,SYNTHETIC,False,57,only US,2026-05-30T20:02:03.211041
ManelS,20260530_200014,adult,tvae,0,C2,20,REAL,SYNTHETIC,False,68,,2026-05-30T20:02:03.211070
ManelS,20260530_200014,adult,tvae,1,C1,20,SYNTHETIC,SYNTHETIC,True,50,,2026-05-30T20:03:19.846166
ManelS,20260530_200014,adult,tvae,1,C2,20,SYNTHETIC,SYNTHETIC,True,57,,2026-05-30T20:03:19.846198
ManelS,20260530_200014,adult,tvae,2,C1,20,REAL,SYNTHETIC,False,52,,2026-05-30T20:04:53.020277
ManelS,20260530_200014,adult,tvae,2,C2,20,REAL,SYNTHETIC,False,50,,2026-05-30T20:04:53.020308
ManelS,20260530_200014,adult,tvae,3,C1,20,SYNTHETIC,REAL,False,53,,2026-05-30T20:06:50.909511
ManelS,20260530_200014,adult,tvae,3,C2,20,SYNTHETIC,SYNTHETIC,True,50,,2026-05-30T20:06:50.909541
ManelS,20260530_200014,adult,tvae,4,C1,20,SYNTHETIC,SYNTHETIC,True,50,,2026-05-30T20:07:35.209572
ManelS,20260530_200014,adult,tvae,4,C2,20,SYNTHETIC,SYNTHETIC,True,50,,2026-05-30T20:07:35.209602
ManelS,20260530_200014,adult,tvae,5,C1,20,SYNTHETIC,SYNTHETIC,True,75,,2026-05-30T20:08:24.320529
ManelS,20260530_200014,adult,tvae,5,C2,20,SYNTHETIC,SYNTHETIC,True,78,,2026-05-30T20:08:24.320558
ManelS,20260530_200014,adult,tvae,6,C1,20,SYNTHETIC,SYNTHETIC,True,73,age = 20 and Masters and prof-spec do not make sense,2026-05-30T20:10:44.592325
ManelS,20260530_200014,adult,tvae,6,C2,20,SYNTHETIC,SYNTHETIC,True,80,,2026-05-30T20:10:44.592358
ManelS,20260530_200014,adult,tvae,7,C1,20,REAL,REAL,True,69,,2026-05-30T20:12:01.242023
ManelS,20260530_200014,adult,tvae,7,C2,20,REAL,SYNTHETIC,False,78,,2026-05-30T20:12:01.242053
ManelS,20260530_200014,adult,tvae,8,C1,20,REAL,REAL,True,50,,2026-05-30T20:13:09.795321
ManelS,20260530_200014,adult,tvae,8,C2,20,REAL,REAL,True,50,,2026-05-30T20:13:09.795358
ManelS,20260530_200014,adult,tvae,9,C1,20,SYNTHETIC,SYNTHETIC,True,83,education vs education_num not making sense,2026-05-30T20:14:39.148220
ManelS,20260530_200014,adult,tvae,9,C2,20,SYNTHETIC,SYNTHETIC,True,90,,2026-05-30T20:14:39.148251
